427,"Marvelous Toy, The"
427,"Mary's Little Boy Child"
428,"Masquerade"
428,"Massachusetts, (The Lights Went Out)"
429,"Masterpiece, The"
429,"May You Always"
430,"Me And My Shadow"
430,"Me And You And A Dog Named Boo"
431,"Mean To Me"
431,"Mele Kalikimaka"
432,"Melody Of Love"
432,"Memories"
432,"Memories Of You"
433,"Memory"
434,"Memories (Elvis Presley)"
434,"Midnight Blue"
435,"Midnight In Moscow"
435,"Midnight Sun"
436,"Midnight Train To Georgia"
436,"Mimi"
437,"Mission: Impossible Theme"
437,"Mississippi Mud"
438,"Miss You"
438,"Mister And Mississippi"
439,"Mister Meadowlark"
439,"Mister Touchdown, U.S.A"
440,"Mona Lisa"
440,"Month Of Sundays, A"
441,"Mood Indigo"
441,"Moon Love"
442,"Moonglow"
443,"Moonlight And Roses (Bring Memries Of You)"
443,"Moonlight Becomes You"
444,"Moonlight Cocktail"
444,"Moonlight In Vermont"
445,"M-O-T-H-E-R (A Word That Means The World To Me)"
445,"Most Beautiful Girl In The World, The"
446,"More Today Than Yesterday"
446,"Mountain Greenery"
447,"Mr. Ed"
448,"Mr. Lee"
448,"Mrs. Brown You've Got A Lovely Daughter"
449,"Music Goes 'Round And Around, The"
449,"Music Is The Magic, The"
450,"Music Makers"
450,"Music! Music! Music! (Put Another Nickel In)"
451,"Mutual Admiration Society"
451,"My Baby Just Cares For Me"
452,"Music Of The Night, The"
453,"Music, Maestro, Please"
454,"My Block"
454,"My Blue Heaven"
455,"My Buddy"
455,"My Favorite Things"
456,"My Cup Runneth Over"
456,"My Foolish Heart"
457,"My Ideal"
457,"My Little Corner Of The World"
458,"My Heart Belongs To Daddy"
458,"My Silent Love"
459,"My Ship"
460,"My Heart Cries For You"
460,"My Heart Stood Still"
460,"My Little Girl"
461,"My Lucky Star"
461,"My Mammy"
462,"My Heart Sings, (All Of A Sudden)"
463,"My Truly, Truly Fair"
463,"My Yiddishe Momme"
464,"My Old Flame"
464,"My Prayer"
465,"My Romance"
465,"My Sin"
466,"Nevertheless (I'm In Love With You)"
466,"Next Time I Fall, The"
468,"Nearness Of You, The"
468,"No No Hey Hey Kiss Him Goodbye"
469,"Night Chicago Died, The"
469,"Night They Invented Champagne, The"
470,"Night Has A Thousand Eyes, The"
470,"Nights In White Satin"
471,"Neither One Of Us (Wants To Be The First To Say Goodbye)"
471,"No Man Is An Island"
472,"Night Fever"
473,"Nightingale Sang In Berkeley Square, A"
474,"Nights On Broadway"
475,"No Can Do"
475,"No Other Love"
476,"No Particular Place To Go"
476,"Nobody Loves Me Like You Do"
477,"Non Dimenticar (Go Where I Send Thee)"
478,"Nowhere Man"
478,"Object Of My Affection"
479,"Odd Couple, The"
480,"Oh, Johnny Oh"
480,"Oh! Look At Me Now"
481,"Oh! My Pa-pa"
482,"Oh! What It Seemed To Be"
482,"Oh, What A Beautiful Mornin'"
483,"Oklahoma"
484,"Old Devil Moon"
484,"Ol' Man River"
485,"Oh Sheila"
486,"Old Fashioned Way, The (Les Plaisirs Demodes)"
486,"Old Lamplighter, The"
487,"OnA Clear Day (You Can See Forever)"
488,"On A Litlle Street In Singapore"
488,"On The Good Ship Lollipop"
489,"On And On"
490,"On The South Side Of Chicago"
490,"On The Street Where You Live"
491,"On The Sunny Side Of The Street"
492,"One Dozen Roses"
492,"One Mint Julep"
493,"One Song"
494,"Once In A Lifetime"
494,"Once Upon A Dream"
495,"One Voice"
496,"One, Two, Three"
496,"Only You (And You Alone)"
497,"One Toke Over The Line"
498,"Operator"
499,"Other Man's Grass Is Always Greener, The"
500,"Owner Of A Lonely Heart"
500,"Paddlin' Madelin' Home"
502,"Our Language Of Love"
502,"Out Of Nowhere"
503,"Party's Over, The"
503,"Peace In The Valley (For Me), (There'll Be)"
504,"Primrose Lane"
504,"Puff The Magic Dragon"
505,"On Top Of Spaghetti"
506,"Pack Up Your Troubles In Your Old Kit Bag And Smile, Smile, Smile"
506,"Papa Loves Mambo"
507,"Paper Doll"
508,"Papa, Won't You Dance With Me?"
508,"Paper Roses"
509,"Paperback Writer"
510,"Pearly Shells (Pupu 0 Ewa)"
510,"Pennsylvania Polka"
511,"Pennies From Heaven"
512,"Penny Lover"
513,"Penthouse Serenade"
514,"Peg"
514,"People"
515,"People Will Say We're In Love"
516,"Personality"
516,"Peter Cottontail"
517,"Petite Fleur (Little Flower)"
518,"Piano Man"
518,"Pick Yourself Up"
519,"Picnic"
520,"Pistol Packin' Mama"
520,"Ploy A Simple Melody"
521,"Poetry in Motion"
522,"Pass That Peace Pipe"
523,"Please"
523,"Pomp And Circumstance"
524,"Please Please Me"
524,"Poinciana (Song Of The Tree)"
525,"Polka Dots And Moonbeams"
526,"Please Come To Boston"
527,"Poor Butterfly"
527,"Poor People Of Paris, The (Joan's Song)"
528,"Praying For Time"
529,"Popcorn"
529,"Precious And Few"
530,"Precious Lord, Take My Hand (a.k.a. Take My Hand, Precious Lord)"
530,"Pretty Baby"
531,"Pretty Blue Eyes"
531,"Pretty Girl Is Like A Melody, A"
532,"Promise Me You'll Remember (Love Theme i from Godfather II!)"
533,"Put Your Dreams Away (For Another Day)"
533,"Puttin' On The Ritz"
534,"Put A Light In The Window"
535,"Que Sera, Sera (Whatever Will Be, Will Be)"
535,"Quiet Village"
536,"Rag Mop"
536,"Raiders March"
537,"Raindrops"
537,"Ready To Take A Chance Again (Love Theme from Foul Play)"
538,"Ready Teddy"
538,"Reason To Believe"
539,"Rebel 'Rouser"
540,"Red Roses For A Blue Lady"
540,"Red Sails In The Sunset"
541,"Reelin' In The Years"
541,"Remember"
542,"Return To Sender"
542,"Reunited"
543,"Ridin' High"
544,"Revolution"
544,"Ring Of Fire"
545,"Rikki Don't Lose That Number"
546,"Right Here Waiting"
547,"Rivers Of Babylon"
548,"River Of Dreams, The"
549,"River, Stay 'Way From My Door"
550,"Robbin's Nest"
550,"Rock-A-Bye Your Baby With A Dixie Melody"
551,"Rock And Roll is Here To Stay"
552,"Rock 'N' Roll Heaven"
553,"Rock & Roll — Part II (The Hey Song)"
553,"Rocky Top"
554,"Rock Island Line"
554,"Rocky Mountain High"
556,"Room Full Of Roses"
556,"Rosalie"
557,"Rose Of Woshington Square"
557,"Rose Room"
558,"Roxanne"
559,"Roses Of Picardy"
559,"Ruby, Don't Take Your Love To Town"
560,"Royal Garden Blues"
561,"Rubber Ball"
562,"Runaway"
562,"S-H-I-N-E"
563,"Sail Along, Silv'ry Moon"
563,"Sam, You Made The Pants Too Long"
564,"Sam's Song"
564,"Samba De Orfeu"
565,"San Antonio Rose"
566,"San Francisco Bay Blues"
566,"Satin Doll"
567,"Save The Best For Last"
568,"Saturday Night Is The Loneliest Night Of The Week"
568,"Save The Bones For Henry Jones"
569,"Save The Last Dance For Me"
570,"Say It Isn't So"
570,"Say It With Music"
571,"Sealed With A Kiss"
571,"Searchin'"
572,"Secret Agent Man"
572,"See See Rider (a.k.a. C. C. Rider)"
573,"See You Later, Alligator"
574,"Sentimental Me"
574,"Separate Lives"
575,"September Song"
576,"77 Sunset Strip"
576,"Sh-Boom (Life Could Be A Dream)"
577,"Shadows In The Moonlight"
578,"Shake, Rattle And Roll"
578,"Shall We Dance?"
579,"Shambala"
580,"She"
581,"She Believes in Me"
582,"She Didn't Say ""Yes"""
582,"Shout"
583,"Sign Of The Times"
584,"Side By Side"
584,"Silhouettes"
585,"Simply Irresistible"
586,"Since I Met You Baby"
586,"Sing, You Sinners"
587,"Sisters"
588,"Sixteen Going On Seventeen"
588,"Sixteen Reasons (Why I Love You)"
589,"Sixteen Tons"
589,"Skyliner"
590,"Sleepy Lagoon"
590,"Small World"
591,"Smile"
591,"Smile, Darn Ya, Smile"
592,"Smiles"
592,"Smoke Gets In Your Eyes"
