Do You Know the Way to San Jose,175,Hits of the 1960s
Dominique,180,Hits of the 1960s
Don’t Let the Sun Catch You Crying,183,Hits of the 1960s
Don’t Make Me Over,184,Hits of the 1960s
Don't Make Promises,184,Hits of the 1960s
Don’t Sleep in the Subway,187,Hits of the 1960s
Downtown,191,Hits of the 1960s
Eleanor Rigby,197,Hits of the 1960s
The End of the World,199,Hits of the 1960s
Ferry ‘cross the Mersey,208,Hits of the 1960s
The Fool on the Hill,213,Hits of the 1960s
For Your Love,218,Hits of the 1960s
From Me to You,222,Hits of the 1960s
Galveston,225,Hits of the 1960s
Georgie Porgie,228,Hits of the 1960s
Get Ready,230,Hits of the 1960s
The Girl from Ipanema,231,Hits of the 1960s
Gilad All Over,229,Hits of the 1960s
Go Away,Little Girl,235, Hits of the 1960s
Go Now,233,Hits of the 1960s
Green Green Grass of Home,246,Hits of the 1960s
Greenfields,245,Hits of the 1960s
Groovin’,247,Hits of the 1960s
A Groovy Kind of Love,248,Hits of the 1960s
Guantanamera,248,Hits of the 1960s
Happy Together,253,Hits of the 1960s
A Hard Day’s Night,255,Hits of the 1960s
He'll Have to Go,262,Hits of the 1960s
Heatwave,266,Hits of the 1960s
Hello Mary Lou,268,Hits of the 1960s
Here Comes the Sun,270,Hits of the 1960s
Hey Joe,274,Hits of the 1960s
Hey Jude,276,Hits of the 1960s
Hey There Lonely Girl,278,Hits of the 1960s
Hippy Hippy Shake,278,Hits of the 1960s
Holly Holy,282,Hits of the 1960s
The Horse,286,Hits of the 1960s
How Sweet It Is (To Be Loved by You),293,Hits of the 1960s
A Hundred Pounds of Clay,294,Hits of the 1960s
